item_links	website_category
/hu/product/_gorenje-rk-4172-anw-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1260884.html	mediamarkt_refrigerator_links
/hu/product/_gorenje-rk-612-ps4-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1260863.html	mediamarkt_refrigerator_links
/hu/product/_zanussi-zfc31401wa-fagyaszt%C3%B3l%C3%A1da-1121860.html	mediamarkt_refrigerator_links
/hu/product/_bosch-kgv36vw32-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1163685.html	mediamarkt_refrigerator_links
/hu/product/_zanussi-zra17800wa-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1112116.html	mediamarkt_refrigerator_links
/hu/product/_zanussi-zra21600wa-h%C5%B1t%C5%91szekr%C3%A9ny-1112115.html	mediamarkt_refrigerator_links
/hu/product/_ok-ofz-45219-a2-fagyaszt%C3%B3szekr%C3%A9ny-1254468.html	mediamarkt_refrigerator_links
/hu/product/_bosch-kgn49ai31-no-frost-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1238221.html	mediamarkt_refrigerator_links
/hu/product/_lg-gbb61pzjzn-no-frost-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1294118.html	mediamarkt_refrigerator_links
/hu/product/_haier-hrf-450ds6-side-by-side-h%C5%B1t%C5%91szekr%C3%A9ny-1234759.html	mediamarkt_refrigerator_links
/hu/product/_samsung-rb-33-j-3830-sa-ef-no-frost-h%C5%B1t%C5%91szekr%C3%A9ny-1170998.html	mediamarkt_refrigerator_links
/hu/product/_whirlpool-w7-931t-ox-h-no-frost-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1294013.html	mediamarkt_refrigerator_links
/hu/product/_zanussi-zfc31400wa-fagyaszt%C3%B3l%C3%A1da-1121859.html	mediamarkt_refrigerator_links
/hu/product/_bosch-kgv39vw31-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1140893.html	mediamarkt_refrigerator_links
/hu/product/_beko-ts-190020-h%C5%B1t%C5%91szekr%C3%A9ny-1237031.html	mediamarkt_refrigerator_links
/hu/product/_hyundai-fsb050ww8-fagyaszt%C3%B3szekr%C3%A9ny-1122233.html	mediamarkt_refrigerator_links
