item_name_short	item_name	producer	type	energy_class	energy_consumption	guarantee_month	colour	width_cm	height_cm	depth_cm	weight_kg	n_doors	cooling_capacity_l	freezing_capacity_l	item_price_edigital	website_category_edigital	link_edigital	articleID_edigital	item_price_mediamarkt	website_category_mediamarkt	link_mediamarkt	articleID_mediamarkt
GORENJE F 6181	Gorenje F 6181 AW fagyasztószekrény	GORENJE	Freezer	A+	303 kWh	36	white	60	180	64	80	1 db	nincs hűtő rész	309 l	114 990 Ft	edigital_refrigerator	https://edigital.hu/fagyasztoszekreny/gorenje-f-6181-aw-fagyasztoszekreny-p254017	254017	NA	NA	NA	NA
Gorenje FH 401	Gorenje FH 401 W fagyasztóláda	GORENJE	Freezer	A+	280 kWh/ év	36	white	130	85	70	59	1 db	nincs hűtő rész	400 l	94 990 Ft	edigital_refrigerator	https://edigital.hu/fagyasztolada/gorenje-fh-401-w-fagyasztolada-p254025	254025	NA	NA	NA	NA
Gorenje FH251IW	Gorenje FH251IW fagyasztóláda	GORENJE	Freezer	A+	0,67 kWh/ciklus	36	white	100,2	84,2	59,7	34	1 db	NA	245 l	79 990 Ft	edigital_refrigerator	https://edigital.hu/fagyasztolada/gorenje-fh251iw-fagyasztolada-p689979	689979	NA	NA	NA	NA
Gorenje FH331W	Gorenje FH331W fagyasztóláda	GORENJE	Freezer	A+	276 kWh/év, 0,76 kWh/ciklus	36	white	110	85	70	47,5	1 db	NA	307 l	89 990 Ft	edigital_refrigerator	https://edigital.hu/fagyasztolada/gorenje-fh331w-fagyasztolada-p689978	689978	NA	NA	NA	NA
Gorenje FN6192PX	Gorenje FN6192PX fagyasztószekrény	GORENJE	Freezer	A++	0,83 kWh	36	grey	60 cm	185 cm	64 cm	77 kg	1 db	nincs hűtő rész	277 l	174 990 Ft	edigital_refrigerator	https://edigital.hu/fagyasztoszekreny/gorenje-fn6192px-fagyasztoszekreny-p418703	418703	NA	NA	NA	NA
Gorenje NRK11PSJ	Gorenje NRK11PSJ alulfagyasztós hűtőszekrény, A+	GORENJE	Refrigerator	A+	299 kWh/év	36	NA	60	185	64	63	2 db	222 l	85 l	129 990 Ft	edigital_refrigerator	https://edigital.hu/alulfagyasztos-huto/gorenje-nrk11psj-alulfagyasztos-hutoszekreny-p683928	683928	NA	NA	NA	NA
Gorenje NRK11PWJ	Gorenje NRK11PWJ alulfagyasztós hűtőszekrény, A+	GORENJE	Refrigerator	A+	0,82 kWh/24 óra; 299 kWh/év	36	white	60	185	64	64,5 kg (nettó)	2 db	222 l	85 l	119 990 Ft	edigital_refrigerator	https://edigital.hu/alulfagyasztos-huto/gorenje-nrk11pwj-alulfagyasztos-hutoszekreny-p664147	664147	NA	NA	NA	NA
Gorenje NRK4181ANW	Gorenje NRK4181ANW alulfagyasztós hűtőszekrény, fehér A+ No Frost	GORENJE	Refrigerator	A+	0,67 kWh	36	white	55	176	58	52 kg (nettó)	2 db	165 l	66 l	89 990 Ft	edigital_refrigerator	https://edigital.hu/alulfagyasztos-huto/gorenje-nrk4181anw-alulfagyasztos-hutoszekreny-feher-no-frost-p651650	651650	NA	NA	NA	NA
Gorenje NRK4181ANX	Gorenje NRK4181ANX alulfagyasztós hűtőszekrény, szürke A+ No Frost	GORENJE	Refrigerator	A+	0,67 kWh	36	grey	55	176	58	52 kg (nettó)	2 db	165 l	66 l	99 990 Ft	edigital_refrigerator	https://edigital.hu/alulfagyasztos-huto/gorenje-nrk4181anx-alulfagyasztos-hutoszekreny-szurke-no-frost-p651651	651651	NA	NA	NA	NA
Gorenje NRK611CLI	Gorenje NRK611CLI alulfagyasztós hűtőszekrény, A+, bézs	GORENJE	Refrigerator	A+	0,82 kWh	36	beige	60 cm	185 cm	64 cm	67 kg (nettó)	2 db	222 l	85 l	174 990 Ft	edigital_refrigerator	https://edigital.hu/alulfagyasztos-huto/gorenje-nrk611cli-alulfagyasztos-hutoszekreny-bezs-p546401	546401	NA	NA	NA	NA
Gorenje NRK611PS4	Gorenje NRK611PS4 alulfagyasztós hűtőszekrény, A+	GORENJE	Refrigerator	A+	0,82 kWh	36	grey	60 cm	185 cm	64 cm	67,5 kg	2 db	230 l	95 l	114 990 Ft	edigital_refrigerator	https://edigital.hu/alulfagyasztos-huto/gorenje-nrk611ps4-alulfagyasztos-hutoszekreny-p574556	574556	NA	NA	NA	NA
Gorenje NRK612SYB4	Gorenje NRK612SYB4 alulfagyasztós hűtőszekrény, fekete A++	GORENJE	Refrigerator	A++	235 kWh / év	36	black	60	185	64	75,5	2 db	231 l	98 l	155 900 Ft	edigital_refrigerator	https://edigital.hu/alulfagyasztos-huto/gorenje-nrk612syb4-alulfagyasztos-hutoszekreny-fekete-p652737	652737	NA	NA	NA	NA
Gorenje NRK6192TX4	Gorenje NRK6192TX4 alulfagyasztós hűtőszekrény, A++	GORENJE	Refrigerator	A++	0,64 kWh 235 kWh/év	36	grey	60 cm	185 cm	64 cm	67,5 kg	2 db	231 l	98 l	139 990 Ft	edigital_refrigerator	https://edigital.hu/alulfagyasztos-huto/gorenje-nrk6192tx4-alulfagyasztos-hutoszekreny-p574558	574558	NA	NA	NA	NA
Gorenje NRK6202MX4	Gorenje NRK6202MX4 alulfagyasztós hűtőszekrény, inox, A++	GORENJE	Refrigerator	A++	245 kWh/év	36	grey	60	200	64	69,5 kg (nettó)	2 db	254 l	85 l	157 990 Ft	edigital_refrigerator	https://edigital.hu/alulfagyasztos-huto/gorenje-nrk6202mx4-alulfagyasztos-hutoszekreny-inox-p637615	637615	NA	NA	NA	NA
Gorenje NRK6203TX4	Gorenje NRK6203TX4 alulfagyasztós hűtőszekrény, A+++	GORENJE	Refrigerator	A+++	0,47 kWh 172 kWh/év	36	grey	60 cm	200 cm	64 cm	69,5 kg	2 db	265 l	98 l	184 990 Ft	edigital_refrigerator	https://edigital.hu/alulfagyasztos-huto/gorenje-nrk6203tx4-alulfagyasztos-hutoszekreny-p574713	574713	NA	NA	NA	NA
Gorenje NRKI4181E1	Gorenje NRKI4181E1 beépíthető hűtőszekrény, A+ No Frost	GORENJE	Refrigerator	A+	293 kWh/év	36	white	54 cm	177,2 cm	54,5 cm	64 kg	2 db	180 l	68 l	149 990 Ft	edigital_refrigerator	https://edigital.hu/beepitheto-huto/gorenje-nrki4181e1-beepitheto-hutoszekreny-no-frost-p508673	508673	NA	NA	NA	NA
Gorenje NRKI5182A1	Gorenje NRKI5182A1 beépíthető, alulfagyasztós hűtőszekrény A++	GORENJE	Refrigerator	A++	230 kWh / év	36	white	55,5	177,2	54,5	72,5	2 db	183 l	86 l	221 900 Ft	edigital_refrigerator	https://edigital.hu/beepitheto-huto/gorenje-nrki5182a1-beepitheto-alulfagyasztos-hutoszekreny-p652669	652669	NA	NA	NA	NA
Gorenje NRM8181MX	Gorenje NRM8181MX alulfagyasztós hűtőszekrény, A+	GORENJE	Refrigerator	A+	1,05 kWh/ciklus, 383 kWh/év	36	grey	79,4	181,6	64,3	85	4 db	265 l	NA	197 969 Ft	edigital_refrigerator	https://edigital.hu/alulfagyasztos-huto/gorenje-nrm8181mx-alulfagyasztos-hutoszekreny-p689972	689972	NA	NA	NA	NA
Gorenje NRM8181UX	Gorenje NRM8181UX alulfagyasztós hűtőszekrény, A+	GORENJE	Refrigerator	A+	0,99 kWh/ciklus, 361 kWh/év	36	grey	79,4	181,7	70,6	111	4 db	394 l	122 l	287 959 Ft	edigital_refrigerator	https://edigital.hu/alulfagyasztos-huto/gorenje-nrm8181ux-alulfagyasztos-hutoszekreny-p689973	689973	NA	NA	NA	NA
Gorenje NRM8182MX	Gorenje NRM8182MX alulfagyasztós hűtőszekrény, A++	GORENJE	Refrigerator	A++	0,82 kWh/ciklus, 299 kWh/év	36	grey	79,4	181,6	64,3	89	4 db	265 l	129 l	224 966 Ft	edigital_refrigerator	https://edigital.hu/alulfagyasztos-huto/gorenje-nrm8182mx-alulfagyasztos-hutoszekreny-p689974	689974	NA	NA	NA	NA
Gorenje NRM9181UX	Gorenje NRM9181UX alulfagyasztós hűtőszekrény, A+	GORENJE	Refrigerator	A+	409 kWh/év	36	grey	91	181	73,5	121	4 db	359 l	180 l	341 953 Ft	edigital_refrigerator	https://edigital.hu/alulfagyasztos-huto/gorenje-nrm9181ux-alulfagyasztos-hutoszekreny-p689975	689975	NA	NA	NA	NA
Gorenje NRS9181MX	Gorenje NRS9181MX Side by side hűtőszekrény, inox, A+	GORENJE	Refrigerator	A+	412 kWh/év	36	grey	91	178,6	64,3	91 kg	2 db	339 l	177 l	214 990 Ft	edigital_refrigerator	https://edigital.hu/side-side-huto/gorenje-nrs9181mx-side-side-hutoszekreny-inox-p637606	637606	NA	NA	NA	NA
Gorenje NRS9182MB	Gorenje NRS9182MB Side by side hűtőszekrény, fekete, A++	GORENJE	Refrigerator	A++	343 kWh/év	36	black	91	178,6	64,3	90 kg (netto)	2 db	339 l	177 l	259 990 Ft	edigital_refrigerator	https://edigital.hu/side-side-huto/gorenje-nrs9182mb-side-side-hutoszekreny-fekete-p637603	637603	NA	NA	NA	NA
Gorenje NRS9182MX	Gorenje NRS9182MX Side by side hűtőszerkény, inox, A++	GORENJE	Refrigerator	A++	343 kWh/év	36	grey	91	178,6	64,3	90 kg (netto)	2 db	339 l	177 l	239 990 Ft	edigital_refrigerator	https://edigital.hu/side-side-huto/gorenje-nrs9182mx-side-side-hutoszerkeny-inox-p637602	637602	NA	NA	NA	NA
Gorenje NRS9182VB	Gorenje NRS9182VB Side by side hűtőszekrény, fekete, A++	GORENJE	Refrigerator	A++	344 kWh/év	36	grey	91	178,6	64,3	108 kg	2 db	368 l	167 l	344 990 Ft	edigital_refrigerator	https://edigital.hu/side-side-huto/gorenje-nrs9182vb-side-side-hutoszekreny-fekete-p637605	637605	NA	NA	NA	NA
GORENJE ORK 192	Gorenje ORK 192 CO alulfagyasztós hűtőszekrény, kávé	GORENJE	Refrigerator	A++	0,64 kWh	36	bronze	60	194	66,9	75,5	2 db	227 l	95 l	254 990 Ft	edigital_refrigerator	https://edigital.hu/alulfagyasztos-huto/gorenje-ork-192-co-alulfagyasztos-hutoszekreny-kave-p424634	424634	NA	NA	NA	NA
Gorenje ORK192CH,	Gorenje ORK192CH, csokoládé színű alulfagyasztós hűtőszekrény	GORENJE	Refrigerator	A++	0,64 kWh	36	chocolate	60 cm	194 cm	66,9 cm	76,5 kg	2 db	227 l	95 l	269 990 Ft	edigital_refrigerator	https://edigital.hu/alulfagyasztos-huto/gorenje-ork192ch-csokolade-szinu-alulfagyasztos-hutoszekreny-p450443	450443	NA	NA	NA	NA
Gorenje R6192DW	Gorenje R6192DW Egyajtós Hűtőszekrény	GORENJE	Refrigerator	A++	0,31 kWh	36	white	60 cm	185 cm	64 cm	75 kg	1 db	368 l	nincs fagyasztó rész	124 990 Ft	edigital_refrigerator	https://edigital.hu/egyajtos-huto/gorenje-r6192dw-egyajtos-hutoszekreny-p450420	450420	NA	NA	NA	NA
Gorenje R6192LX	Gorenje R6192LX hűtőszekrény	GORENJE	Refrigerator	A++	0,31 kWh	36	grey	60 cm	185 cm	64 cm	75 kg	2 db	368 l	NA	134 990 Ft	edigital_refrigerator	https://edigital.hu/egyajtos-huto/gorenje-r6192lx-hutoszekreny-p450419	450419	NA	NA	NA	NA
Gorenje RB3091ANW	Gorenje RB3091ANW egyajtós hűtőszekrény, A+	GORENJE	Refrigerator	A+	0,46 168 kWh/év	36	white	50,1	84,5	54	27,2	1 db	87 l	15 l	49 990 Ft	edigital_refrigerator	https://edigital.hu/egyajtos-huto/gorenje-rb3091anw-egyajtos-hutoszekreny-p531181	531181	NA	NA	NA	NA
Gorenje RB4091ANW	Gorenje RB4091ANW egyajtós hűtőszekrény, A+	GORENJE	Refrigerator	A+	0,48	36	white	55,3	84,5	57,4	27,2	1 db	97 l	16 l	53 990 Ft	edigital_refrigerator	https://edigital.hu/egyajtos-huto/gorenje-rb4091anw-egyajtos-hutoszekreny-p521975	521975	NA	NA	NA	NA
Gorenje RK4171ANX	Gorenje RK4171ANX alulfagyasztós hűtőszekrény, A+	GORENJE	Refrigerator	A+	0,68 kWh	36	grey	55 cm	176 cm	58 cm	50 kg	2 db	208 l	74 l	84 990 Ft	edigital_refrigerator	https://edigital.hu/alulfagyasztos-huto/gorenje-rk4171anx-alulfagyasztos-hutoszekreny-p574497	574497	NA	NA	NA	NA
Gorenje RK4172ANW	Gorenje RK4172ANW alulfagyasztós hűtőszekrény, A++	GORENJE	Refrigerator	A++	0,53 kWh	36	white	55 cm	176 cm	58 cm	50 kg	2 db	208 l	74 l	84 990 Ft	edigital_refrigerator	https://edigital.hu/alulfagyasztos-huto/gorenje-rk4172anw-alulfagyasztos-hutoszekreny-p574542	574542	NA	NA	NA	NA
Gorenje RK4172ANX	Gorenje RK4172ANX aulfagyasztós hűtőszekrény, A++	GORENJE	Refrigerator	A++	0,53 kWh 193 kWh/év	36	grey	55 cm	176 cm	58 cm	50	2 db	208 l	74 l	89 990 Ft	edigital_refrigerator	https://edigital.hu/alulfagyasztos-huto/gorenje-rk4172anx-aulfagyasztos-hutoszekreny-p574543	574543	NA	NA	NA	NA
Gorenje RK4172ANX	Gorenje RK4172ANX aulfagyasztós hűtőszekrény, A++-[újracsomagolt]	GORENJE	Refrigerator	A++	0,53 kWh 193 kWh/év	NA	grey	55 cm	176 cm	58 cm	50	2 db	208 l	74 l	75 990 Ft	edigital_refrigerator	https://edigital.hu/alulfagyasztos-huto/gorenje-rk4172anx-aulfagyasztos-hutoszekreny-ujracsomagolt-p712888	712888	NA	NA	NA	NA
Gorenje RK611PS4	Gorenje RK611PS4 alulfagyasztós hűtőszekrény, A+	GORENJE	Refrigerator	A+	0,81 kWh	36	grey	60 cm	185 cm	64 cm	72,5 kg	2 db	229 l	97 l	99 990 Ft	edigital_refrigerator	https://edigital.hu/alulfagyasztos-huto/gorenje-rk611ps4-alulfagyasztos-hutoszekreny-p574547	574547	NA	NA	NA	NA
Gorenje RK611PW4	Gorenje RK611PW4 alulfagyasztós hűtőszekrény, A+	GORENJE	Refrigerator	A+	0,81 kWh 296 kWh/év	36	white	60 cm	185 cm	64 cm	72,5 kg	2 db	229 l	97 l	89 990 Ft	edigital_refrigerator	https://edigital.hu/alulfagyasztos-huto/gorenje-rk611pw4-alulfagyasztos-hutoszekreny-p574546	574546	NA	NA	NA	NA
Gorenje RK612PS4	Gorenje RK612PS4 alulfagyasztós hűtőszekrény, A++	GORENJE	Refrigerator	A++	0,64 kWh 232 kWh/év	36	grey	60 cm	185 cm	64cm	72,5 kg	2 db	229 l	97 l	104 990 Ft	edigital_refrigerator	https://edigital.hu/alulfagyasztos-huto/gorenje-rk612ps4-alulfagyasztos-hutoszekreny-p574549	574549	NA	NA	NA	NA
Gorenje RK612PW4	Gorenje RK612PW4 alulfagyasztós hűtőszekrény, A++	GORENJE	Refrigerator	A++	0,64 kWh 232 kWh/év	36	white	60 cm	185 cm	64 cm	72,5 kg	2 db	229 l	97 l	99 990 Ft	edigital_refrigerator	https://edigital.hu/alulfagyasztos-huto/gorenje-rk612pw4-alulfagyasztos-hutoszekreny-p574548	574548	NA	NA	NA	NA
Gorenje RK612SYB4	Gorenje RK612SYB4 alulfagyasztós hűtőszekrény, fekete A+	GORENJE	Refrigerator	A++	232 kWh / év	36	black	60	185	64	75,5	2 db	229 l	97 l	134 900 Ft	edigital_refrigerator	https://edigital.hu/alulfagyasztos-huto/gorenje-rk612syb4-alulfagyasztos-hutoszekreny-fekete-p652736	652736	NA	NA	NA	NA
Gorenje RK6193LW4	Gorenje RK6193LW4 alulfagyasztós hűtőszekrény, A+++	GORENJE	Refrigerator	A+++	0,42 kWh 154 kWh/év	36	white	60 cm	185 cm	64 cm	72,5 kg	2 db	229 l	97 l	134 990 Ft	edigital_refrigerator	https://edigital.hu/alulfagyasztos-huto/gorenje-rk6193lw4-alulfagyasztos-hutoszekreny-p574552	574552	NA	NA	NA	NA
Gorenje RK6193LX4	Gorenje RK6193LX4 alufagyasztós hűtőszekrény, A+++	GORENJE	Refrigerator	A+++	0,42 kWh 154 kwH/év	36	grey	60 cm	185 cm	64 cm	172,5 kg	2 db	229 l	97 l	149 990 Ft	edigital_refrigerator	https://edigital.hu/alulfagyasztos-huto/gorenje-rk6193lx4-alufagyasztos-hutoszekreny-p574553	574553	NA	NA	NA	NA
Gorenje RKI4181E1	Gorenje RKI4181E1 beépíthető hűtőszekrény,A+	GORENJE	Refrigerator	A+	75 kWh	36	NA	54 cm	177,2 cm	54,5 cm	61 kg	2 db	189 l	71 l	119 990 Ft	edigital_refrigerator	https://edigital.hu/beepitheto-huto/gorenje-rki4181e1-beepitheto-hutoszekreny-p508676	508676	NA	NA	NA	NA
Gorenje RKI4182E1	Gorenje RKI4182E1 beépíthető hűtőszekrény	GORENJE	Refrigerator	A++	215 kWh/év	36	NA	56 cm	177,5 cm	57 cm	61 kg	2 db	189 l	71 l	144 990 Ft	edigital_refrigerator	https://edigital.hu/beepitheto-huto/gorenje-rki4182e1-beepitheto-hutoszekreny-p508675	508675	NA	NA	NA	NA
Gorenje RKI5182A1	Gorenje RKI5182A1 beépíthető, alulfagyasztós hűtőszekrény A++	GORENJE	Refrigerator	A++	225 kWh / év	36	white	55	177,2	54,5	68,5	2 db	190 l	73 l	177 900 Ft	edigital_refrigerator	https://edigital.hu/beepitheto-huto/gorenje-rki5182a1-beepitheto-alulfagyasztos-hutoszekreny-p652670	652670	NA	NA	NA	NA
Guzzanti GZ 12	Guzzanti GZ 12 borhűtő	GUZZANTI	Wine refrigerator	B	237.2 /év	12	black	25,2	63,5	50	14	1 db	12 palackos	NA	38 990 Ft	edigital_refrigerator	https://edigital.hu/borhuto/guzzanti-gz-12-borhuto-p564217	564217	NA	NA	NA	NA
Guzzanti GZ 16	Guzzanti GZ 16 borhűtő	GUZZANTI	Wine refrigerator	NA	0,8	12	black	43	51,5	48,5	13	1 db	48 l	NA	50 590 Ft	edigital_refrigerator	https://edigital.hu/borhuto/guzzanti-gz-16-borhuto-p564301	564301	NA	NA	NA	NA
Guzzanti GZ 34	Guzzanti GZ 34 borhűtő	GUZZANTI	Wine refrigerator	B	162 kWh/év	12	black	84,8 cm	48,5 cm	43 cm	25,5	1 db	98 l	NA	80 790 Ft	edigital_refrigerator	https://edigital.hu/borhuto/guzzanti-gz-34-borhuto-p564071	564071	NA	NA	NA	NA
HAIER A3FE635CMJ	HAIER A3FE635CMJ No Frost kombinált hűtőszekrény	HAIER	NA	A+	337 kWh	24	grey	60 cm	190 cm	67 cm	83 kg	1	233 l	97 l	NA	NA	NA	NA	183999	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_haier-a3fe635cmj-no-frost-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1277858.html	1277858
HAIER BD103RAA	HAIER BD-103RAA fagyasztóláda	HAIER	Freezer	A+	172 kWh	24	white	NA	NA	NA	NA	NA	NA	103 l	NA	NA	NA	NA	47793	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_haier-bd-103raa-fagyaszt%C3%B3l%C3%A1da-1266771.html	1266771
HAIER HB14FMAA	HAIER HB14FMAA No Frost kombinált hűtőszekrény	HAIER	NA	A+	335 kWh	24	grey	77 cm	190 cm	77 cm	95 kg	NA	274 l	108 l	NA	NA	NA	NA	200993	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_haier-hb14fmaa-no-frost-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1201798.html	1201798
HAIER HRF450DS6	HAIER HRF-450DS6 side by side hűtőszekrény	HAIER	Refrigerator	A+	385 kWh	24	grey	83.3 cm	179 cm	66.5 cm	92 kg	2	270 l	177 l	NA	NA	NA	NA	189996	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_haier-hrf-450ds6-side-by-side-h%C5%B1t%C5%91szekr%C3%A9ny-1234759.html	1234759
HAIER HRF521DM6	HAIER HRF-521DM6 Side by side NO FROST hűtőszekrény	HAIER	Refrigerator	NA	435 kWh	24	grey	90,8 cm	179 cm	65,5 cm	108kg	2 db	341 l	177 l	184 990 Ft	edigital_refrigerator	https://edigital.hu/side-side-huto/haier-hrf-521dm6-side-side-no-frost-hutoszekreny-p599150	599150	NA	NA	NA	NA
HAIER HRF521DM6	HAIER HRF-521DM6 side by side hűtőszekrény	HAIER	NA	A+	435 kWh	24	grey	90.8 cm	179 cm	65.5 cm	115 kg	NA	343 l	178 l	NA	NA	NA	NA	192993	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_haier-hrf-521dm6-side-by-side-h%C5%B1t%C5%91szekr%C3%A9ny-1197475.html	1197475
HAIER HRF522IG6	HAIER HRF-522IG6 side by side hűtőszekrény	HAIER	NA	A+	350 kWh	24	grey	91 cm	179 cm	66 cm	100 kg	2	331 l	169 l	NA	NA	NA	NA	238993	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_haier-hrf-522ig6-side-by-side-h%C5%B1t%C5%91szekr%C3%A9ny-1277859.html	1277859
HAIER HRF522IG7	HAIER HRF-522IG7 side by side hűtőszekrény	HAIER	NA	A++	332 kWh	24	grey	91 cm	179 cm	66 cm	100 kg	2	331 l	169 l	NA	NA	NA	NA	252993	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_haier-hrf-522ig7-side-by-side-h%C5%B1t%C5%91szekr%C3%A9ny-1277860.html	1277860
HAUSMEISTER HM 1840	HAUSMEISTER HM 1840 fagyasztószekrény	HAUSMEISTER	Freezer	A+	260 kWh	12	white	60 cm	150 cm	63 cm	45 kg	NA	NA	220 l	NA	NA	NA	NA	89796	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_hausmeister-hm-1840-fagyaszt%C3%B3szekr%C3%A9ny-1080066.html	1080066
HAUSMEISTER HM 3101	HAUSMEISTER HM 3101 hűtőszekrény	HAUSMEISTER	Refrigerator	A+	106 kWh	12	white	44 cm	50 cm	49 cm	31 kg	NA	46 l	NA	NA	NA	NA	NA	32793	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_hausmeister-hm-3101-h%C5%B1t%C5%91szekr%C3%A9ny-1095386.html	1095386
HITACHI RBG410PRU6X	HITACHI R-BG410PRU6X (GBE) No Frost kombinált hűtőszekrény	HITACHI	NA	A++	219 kWh	48	beige	59.5 cm	190 cm	65 cm	NA	NA	215 l	115 l	NA	NA	NA	NA	259693	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_hitachi-r-bg410pru6x-gbe-no-frost-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1272616.html	1272616
HITACHI RBG410PRU6X	HITACHI R-BG410PRU6X (GBK) No Frost kombinált hűtőszekrény	HITACHI	NA	A++	219 kWh	48	black	59.5 cm	190 cm	65 cm	NA	NA	215 l	115 l	NA	NA	NA	NA	290596	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_hitachi-r-bg410pru6x-gbk-no-frost-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1272614.html	1272614
HITACHI RBG410PRU6X	HITACHI R-BG410PRU6X (XGR) No Frost kombinált hűtőszekrény	HITACHI	NA	A++	219 kWh	48	black, grey	59.5 cm	190 cm	65 cm	NA	NA	215 l	115 l	NA	NA	NA	NA	289793	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_hitachi-r-bg410pru6x-xgr-no-frost-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1272615.html	1272615
HITACHI RWB550PRU2	HITACHI R-WB550PRU2 (GBK) No Frost kombinált hűtőszekrény	HITACHI	NA	A+	350 kWh	48	black	75 cm	178 cm	76 cm	96 kg	NA	335 l	94 l	NA	NA	NA	NA	367993	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_hitachi-r-wb550pru2-gbk-no-frost-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1272612.html	1272612
HOTPOINT ARISTON ENBYH 19323	HOTPOINT ARISTON ENBYH 19323 FW O3 kombinált hűtőszekrény	HOTPOINT ARISTON	Refrigerator	A++	324 kWh	24	grey	70 cm	196 cm	76 cm	85 kg	NA	299 l	144 l	NA	NA	NA	NA	198999	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_hotpoint-ariston-enbyh-19323-fw-o3-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1120186.html	1120186
HOTPOINT ARISTON ENTM 18210	HOTPOINT ARISTON ENTM 18210 VW kombinált hűtőszekrény	HOTPOINT ARISTON	Refrigerator	A+	326 kWh	24	white	70 cm	181 cm	67 cm	50 kg	NA	332 l	83 l	NA	NA	NA	NA	118999	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_hotpoint-ariston-entm-18210-vw-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1108528.html	1108528
HOTPOINT ARISTON ENTM 18220	HOTPOINT ARISTON ENTM 18220 VW kombinált hűtőszekrény	HOTPOINT ARISTON	Refrigerator	A+	326 kWh	24	grey	70 cm	181 cm	67 cm	40 kg	2	332 l	82 l	NA	NA	NA	NA	122999	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_hotpoint-ariston-entm-18220-vw-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1108529.html	1108529
HOTPOINT ARISTON ENTM 182A0	HOTPOINT ARISTON ENTM 182A0 VW kombinált hűtőszekrény	HOTPOINT ARISTON	Refrigerator	A+	326 kWh	24	grey	70 cm	181 cm	67 cm	68 kg	NA	332 l	82 l	NA	NA	NA	NA	117996	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_hotpoint-ariston-entm-182a0-vw-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1136029.html	1136029
HOTPOINT ARISTON SXBHAE 925	HOTPOINT ARISTON SXBHAE 925 No Frost side by side hűtőszekrény	HOTPOINT ARISTON	Refrigerator	A+	430 kWh	24	black	90 cm	179 cm	75 cm	NA	2	339 l	171 l	NA	NA	NA	NA	302999	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_hotpoint-ariston-sxbhae-925-no-frost-side-by-side-h%C5%B1t%C5%91szekr%C3%A9ny-1260019.html	1260019
HYUNDAI FSB050WW8	HYUNDAI FSB050WW8 fagyasztószekrény	HYUNDAI	NA	A+	153 kWh	24	white	44 cm	51 cm	49 cm	19 kg	NA	NA	34 l	NA	NA	NA	NA	39796	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_hyundai-fsb050ww8-fagyaszt%C3%B3szekr%C3%A9ny-1122233.html	1122233
HYUNDAI HYURSC050WW8	HYUNDAI HYURSC050WW8 hűtőszekrény	HYUNDAI	Refrigerator	A+	110 kWh	24	white	44 cm	51 cm	47 cm	17 kg	NA	42 l	4 l	NA	NA	NA	NA	35499	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_hyundai-hyursc050ww8-h%C5%B1t%C5%91szekr%C3%A9ny-1122232.html	1122232
HYUNDAI VIN6	HYUNDAI VIN6 borhűtő	HYUNDAI	Wine refrigerator	A+	NA	24	black	25.20 cm	51 cm	37.80 cm	8 kg	NA	16 l	NA	32 990 Ft	edigital_refrigerator	https://edigital.hu/borhuto/hyundai-vin6-borhuto-p363001	363001	NA	NA	NA	NA
HAIER HB14FMAA	Haier HB14FMAA No Frost alulfagyasztós hűtőszekrény	HAIER	Refrigerator	A+	335 kWh/év	24	grey	70 cm	180,4 cm	70,8 cm	NA	NA	274 l	108 l	179 990 Ft	edigital_refrigerator	https://edigital.hu/alulfagyasztos-huto/haier-hb14fmaa-no-frost-alulfagyasztos-hutoszekreny-p448784	448784	NA	NA	NA	NA
